relevance,query,document_title,document_id,page_nr,settings,num_times_retrieved,ranks
n,span of timber structurally insulated panels (SIPs) roof,BS EN 408-2010+A1-2012--[Timber structures — Structural timber and glued laminated timber-Determination of phisical and mechanical properties].pdf,BS EN 408-2010+A1-2012--,34,"['dense_QE', 'hybrid_QE']",2,"[3, 3]"
n,span of timber structurally insulated panels (SIPs) roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,87,"['dense', 'dense_DE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE', 'sparse']",9,"[2, 2, 3, 2, 2, 3, 2, 3, 3]"
y,span of timber structurally insulated panels (SIPs) roof,BS EN 12871-2013--[performance of load bearing panels].pdf,BS EN 12871-2013--,22,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[2, 2, 2, 2, 2, 2]"
n,span of timber structurally insulated panels (SIPs) roof,BS EN 14509-2013--Self-supporting double skin metal faced insulating panels. Specifications.pdf,BS EN 14509-2013--,55,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[1, 1, 1]"
n,span of timber structurally insulated panels (SIPs) roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,53,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[3, 3, 3, 3, 3, 2]"
n,spray-applied insulation for roofs,"BS ISO 20902-1-2018--[Fire test procedures for divisional elements that are typically used in oil, gas and petrochemical industries].pdf",BS ISO 20902-1-2018--,14,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'sparse_DE']",4,"[2, 2, 2, 2]"
n,spray-applied insulation for roofs,BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,99,['sparse_QE'],1,[3]
n,spray-applied insulation for roofs,BS 8212-1995 Dry lining and partitioning using gypsum plasterboard.pdf,BS 8212-1995,23,"['sparse_DE_QE', 'sparse_DE']",2,"[3, 3]"
n,spray-applied insulation for roofs,BS EN ISO 6946-2017--[Thermal resistance and thermal transmittance - Calculation].pdf,BS EN ISO 6946-2017--,50,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE', 'sparse']",10,"[2, 1, 2, 2, 1, 2, 3, 2, 3, 2]"
n,spray-applied insulation for roofs,BS EN IEC 62368-1-2020_NR.pdf,BS EN IEC 62368-1-2020,132,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE', 'sparse']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
y,spray-applied insulation for roofs,BS 5427-2016.pdf,BS 5427-2016,29,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE']",6,"[3, 1, 3, 2, 1, 2]"
n,spray-applied insulation for roofs,BS EN IEC 62368-1-2020_NR.pdf,BS EN IEC 62368-1-2020,385,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'sparse']",5,"[3, 3, 3, 3, 3]"
y,surface spread and fire requirements for ceiling linings in common areas of flats,BS 9991 (2015).pdf,BS 9991,101,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[2, 2, 2, 2, 2, 2]"
n,surface spread and fire requirements for ceiling linings in common areas of flats,BS EN 81-72 (2020).pdf,BS EN 81-72,12,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[3, 3, 3]"
y,surface spread and fire requirements for ceiling linings in common areas of flats,Approved Document B - 2010.pdf,,53,"['dense', 'dense_DE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE', 'sparse']",9,"[1, 1, 3, 1, 1, 1, 1, 1, 1]"
n,surface spread and fire requirements for ceiling linings in common areas of flats,BS 6262-3-2005_NR.pdf,BS 6262-3-2005,10,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[2, 2, 2, 3, 2, 3]"
n,surface spread and fire requirements for ceiling linings in common areas of flats,BS 5516-2-2004.pdf,BS 5516-2-2004,44,"['dense', 'dense_DE', 'dense_QE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",12,"[3, 3, 1, 1, 3, 3, 1, 2, 1, 3, 2, 3]"
n,"thermal insulation, fire rating",BS EN 13501-2 (2016)-Tracked Changes (TC).pdf,BS EN 13501-2,22,"['hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",3,"[3, 3, 3]"
n,"thermal insulation, fire rating","BS ISO 20902-1-2018--[Fire test procedures for divisional elements that are typically used in oil, gas and petrochemical industries].pdf",BS ISO 20902-1-2018--,27,"['sparse_DE_QE', 'sparse_DE']",2,"[1, 2]"
n,"thermal insulation, fire rating",BS 8519 (2020).pdf,BS 8519,33,"['dense', 'dense_DE', 'dense_QE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",12,"[1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1]"
n,"thermal insulation, fire rating",BS EN 1364-2-2018--Ceilings.pdf,BS EN 1364-2-2018--,12,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'sparse_QE', 'sparse']",6,"[2, 2, 2, 2, 2, 2]"
n,"thermal insulation, fire rating",BS EN 62395-2-2013_NR.pdf,BS EN 62395-2-2013,17,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[3, 3, 3, 3, 3, 3]"
n,"thermal insulation, fire rating",BS EN 1364-2-2018--Ceilings.pdf,BS EN 1364-2-2018--,13,"['dense_QE', 'hybrid_QE']",2,"[3, 3]"
y,"thermal insulation, fire rating",BS 5427-2016.pdf,BS 5427-2016,29,"['sparse_DE_QE', 'hybrid_QE_DE', 'dense_QE_DE']",3,"[3, 2, 2]"
n,"thermal insulation, fire rating",LPS1181part1-Requirements and tests for built up cladding and sandwich panel systems for use as the external envelope of building.pdf,,23,"['dense_DE', 'hybrid_DE']",2,"[1, 1]"
n,"thermoplastic materials, definition and fire standard",BS EN ISO 306 (2013).pdf,BS EN ISO 306,9,"['dense_DE', 'hybrid_DE', 'sparse_DE', 'sparse']",4,"[1, 1, 1, 2]"
y,"thermoplastic materials, definition and fire standard",Approved Document B - 2010.pdf,,55,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE', 'sparse']",7,"[2, 3, 2, 3, 2, 3, 3]"
n,"thermoplastic materials, definition and fire standard",BS 5516-2-2004.pdf,BS 5516-2-2004,43,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[1, 1, 1, 1, 1, 1]"
n,"thermoplastic materials, definition and fire standard",BS 6262-3-2005_NR.pdf,BS 6262-3-2005,9,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[2, 2, 2, 2, 2, 2]"
n,"thermoplastic materials, definition and fire standard",BS EN 13501-3 (2005) + A1 2009.pdf,BS EN 13501-3,8,"['dense', 'hybrid', 'sparse']",3,"[1, 1, 1]"
n,"thermoplastic materials, definition and fire standard",BS EN 1364-3-2014--Curtain walling - Full configuration.pdf,BS EN 1364-3-2014--,9,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'sparse_QE']",5,"[2, 3, 2, 3, 3]"
n,"thermoplastic materials, definition and fire standard",NT build 495_Building materials and components in the vertical position_Exposure to acceler.pdf,,1,"['dense', 'hybrid']",2,"[3, 3]"
n,"thermoplastic materials, definition and fire standard",BS EN IEC 62368-1-2020_NR.pdf,BS EN IEC 62368-1-2020,204,"['dense_DE', 'hybrid_DE', 'sparse_DE']",3,"[3, 3, 3]"
y,"timber joist, span for upper-floors",NA to BS EN 1995-1-1-2004+A2-2014.pdf,NA to BS EN 1995-1-1-2004+A2-2014,9,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'sparse_QE', 'sparse']",6,"[3, 1, 3, 1, 1, 3]"
y,"timber joist, span for upper-floors",BS EN 1366-7-2004--Conveyor systems and their closures.pdf,BS EN 1366-7-2004--,23,"['dense', 'dense_DE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",10,"[2, 1, 1, 2, 1, 1, 3, 1, 1, 1]"
y,"timber joist, span for upper-floors",BS EN 1366-3-2009--Penetration seals.pdf,BS EN 1366-3-2009--,18,"['dense', 'dense_DE', 'dense_QE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE', 'sparse']",11,"[1, 2, 3, 2, 1, 2, 3, 2, 2, 2, 2]"
y,"timber joist, span for upper-floors",BS 8103-3-2009.pdf,BS 8103-3-2009,25,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[2, 2, 2]"
y,"timber joist, span for upper-floors",BS 8103-3 2009 Structural design timber roofs.pdf,BS 8103-3 2009,28,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE']",6,"[3, 3, 3, 3, 3, 3]"
y,"timber SIPs, fire protection requirements domestic",BS EN 1995-1-2-2004.pdf,BS EN 1995-1-2-2004,13,"['hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",3,"[3, 3, 3]"
n,"timber SIPs, fire protection requirements domestic",CFPA_E_Guideline_No_26_2010_Fire protection of temporary buildings.pdf,,19,"['dense', 'hybrid', 'sparse']",3,"[1, 1, 1]"
n,"timber SIPs, fire protection requirements domestic",CFPA_E_Guideline_No_26_2010_Fire protection of temporary buildings.pdf,,19,"['dense', 'hybrid', 'sparse']",3,"[2, 2, 2]"
n,"timber SIPs, fire protection requirements domestic",BS EN 13381-7-2019--[2020-08-06--04-14-44 PM].pdf,BS EN 13381-7-2019--,10,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE']",5,"[3, 2, 3, 2, 3]"
n,"timber SIPs, fire protection requirements domestic",BS 9999 (2017).pdf,BS 9999,400,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[1, 1, 1, 1, 1, 1]"
n,"timber SIPs, fire protection requirements domestic",BS 8489-1-2016.pdf,BS 8489-1-2016,78,['sparse_DE'],1,[1]
y,"timber SIPs, fire protection requirements domestic",PD 7974-3-2019.pdf,PD 7974-3-2019,78,"['dense_DE', 'hybrid_DE']",2,"[3, 3]"
n,"timber SIPs, fire protection requirements domestic",BS 5250 (2011) + A1 2016.pdf,BS 5250,67,"['dense_DE', 'hybrid_DE', 'sparse_DE', 'sparse']",4,"[1, 1, 2, 3]"
y,"timber SIPs, fire protection requirements domestic",BS EN 1995-2-2004_NR.pdf,BS EN 1995-2-2004,8,"['dense_QE', 'sparse_DE_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",6,"[2, 2, 2, 2, 2, 2]"
n,"timber SIPs, fire protection requirements domestic",BS EN 13381-7-2019--[2020-08-06--04-14-44 PM].pdf,BS EN 13381-7-2019--,63,['sparse_DE_QE'],1,[3]
y,"timber SIPs, fire protection requirements domestic",BS EN 1995-1-1-2004+A2-2014.pdf,BS EN 1995-1-1-2004+A2-2014,12,"['dense_QE', 'hybrid_QE']",2,"[3, 3]"
n,u-value calculation for doors and windows,BS 5516-1-2004.pdf,BS 5516-1-2004,7,"['sparse_DE_QE', 'sparse_DE']",2,"[2, 2]"
n,u-value calculation for doors and windows,BS 3632-2015_NR.pdf,BS 3632-2015,12,['sparse_DE_QE'],1,[3]
y,u-value calculation for doors and windows,BS EN ISO 10077-1-2017--[Thermal performance of windows doors and shutters- calculation].pdf,BS EN ISO 10077-1-2017--,9,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE', 'sparse']",8,"[2, 2, 2, 2, 1, 1, 1, 1]"
y,u-value calculation for doors and windows,BS EN ISO 10077-1-2017--[Thermal performance of windows doors and shutters- calculation].pdf,BS EN ISO 10077-1-2017--,12,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'sparse_QE', 'sparse_DE', 'sparse']",9,"[3, 3, 3, 3, 3, 3, 2, 3, 2]"
y,u-value calculation for doors and windows,BS 3632-2015_NR.pdf,BS 3632-2015,30,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE']",6,"[2, 1, 2, 3, 1, 3]"
y,u-value calculation for doors and windows,BS EN ISO 10077-1-2017--[Thermal performance of windows doors and shutters- calculation].pdf,BS EN ISO 10077-1-2017--,1,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE', 'sparse']",10,"[1, 1, 1, 1, 1, 1, 2, 3, 2, 3]"
y,ventilation requirements for cold roofs,BS 3632-2015_NR.pdf,BS 3632-2015,19,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[3, 2, 3, 2, 2, 3]"
y,ventilation requirements for cold roofs,BS 3632-2015_NR.pdf,BS 3632-2015,18,"['dense', 'dense_DE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE', 'sparse']",9,"[2, 3, 2, 2, 3, 2, 3, 2, 2]"
y,ventilation requirements for cold roofs,BS 3632-2015_NR.pdf,BS 3632-2015,17,"['dense', 'dense_DE', 'dense_QE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
y,ventilation requirements for cold roofs,BS 5250 (2011) + A1 2016.pdf,BS 5250,82,"['sparse_DE_QE', 'hybrid_QE_DE', 'dense_QE_DE']",3,"[3, 3, 3]"
n,ventilation requirements for cold roofs,BS EN 10346-2015--[Continuously hot-dip coated steel flat products for cold forming. Technical delivery conditions ].pdf,BS EN 10346-2015--,42,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[2, 2, 2]"
n,ventilation requirements for cold roofs,BS 8217 2005 Reinforced bitumen membranes for roofing.pdf,BS 8217 2005,15,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[3, 3, 3]"
n,waterproofing of abutments,BS 8102-2009--[2019-09-30--04-29-32 PM].pdf,BS 8102-2009--,18,"['hybrid_QE_DE', 'dense_QE_DE']",2,"[2, 2]"
n,waterproofing of abutments,NA to BS EN 1991-1-5-2003.pdf,NA to BS EN 1991-1-5-2003,7,"['dense_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",5,"[1, 1, 1, 1, 1]"
y,waterproofing of abutments,BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,75,"['sparse_DE_QE', 'sparse_DE']",2,"[2, 2]"
n,waterproofing of abutments,NA to BS EN 1991-1-1-2002.pdf,NA to BS EN 1991-1-1-2002,7,"['dense_DE', 'hybrid_DE']",2,"[1, 1]"
n,waterproofing of abutments,BS 8102-2009--[2019-09-30--04-29-32 PM].pdf,BS 8102-2009--,27,"['dense_DE', 'hybrid_DE']",2,"[3, 3]"
y,waterproofing of abutments,BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,79,"['sparse_DE_QE', 'sparse_DE']",2,"[1, 3]"
n,waterproofing of abutments,BS 8102-2009--[2019-09-30--04-29-32 PM].pdf,BS 8102-2009--,10,['sparse_DE_QE'],1,[3]
n,waterproofing of abutments,BS 8102-2009--[2019-09-30--04-29-32 PM].pdf,BS 8102-2009--,14,"['dense', 'hybrid']",2,"[3, 3]"
y,waterproofing of abutments,BS 8217 2005 Reinforced bitumen membranes for roofing.pdf,BS 8217 2005,25,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'sparse_QE', 'sparse_DE', 'sparse']",9,"[2, 2, 2, 2, 2, 2, 2, 1, 1]"
n,waterproofing of abutments,BS 8102-2009--[2019-09-30--04-29-32 PM].pdf,BS 8102-2009--,22,['sparse'],1,[3]
n,waterproofing of abutments,BS EN 14909-2012.pdf,BS EN 14909-2012,8,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE', 'sparse']",8,"[1, 3, 1, 3, 3, 3, 3, 2]"
y,waterproofing underlay for pitched roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,76,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[2, 3, 2, 3, 3, 2]"
n,waterproofing underlay for pitched roof,BS 8217 2005 Reinforced bitumen membranes for roofing.pdf,BS 8217 2005,11,"['dense_QE', 'hybrid_QE', 'sparse_QE']",3,"[2, 2, 2]"
y,waterproofing underlay for pitched roof,BS EN 14909-2012.pdf,BS EN 14909-2012,8,"['dense_QE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",5,"[1, 1, 2, 1, 2]"
y,waterproofing underlay for pitched roof,BS EN 13859-1-2014--[2021-08-31--03-17-26 PM].pdf,BS EN 13859-1-2014--,7,"['sparse_DE_QE', 'hybrid_QE_DE', 'dense_QE_DE']",3,"[1, 3, 3]"
n,waterproofing underlay for pitched roof,BS 8579-2020.pdf,BS 8579-2020,52,['sparse_DE_QE'],1,[3]
n,waterproofing underlay for pitched roof,BS 8218-1998.pdf,BS 8218-1998,16,"['hybrid_QE_DE', 'dense_QE_DE']",2,"[1, 1]"
y,waterproofing underlay for pitched roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,80,"['dense', 'hybrid', 'sparse']",3,"[3, 3, 3]"
y,waterproofing underlay for pitched roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,81,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'sparse_QE', 'sparse_DE', 'sparse']",9,"[1, 1, 3, 1, 1, 3, 3, 2, 1]"
y,waterproofing underlay for pitched roof,BS 5250 (2011) + A1 2016.pdf,BS 5250,72,"['dense_DE', 'sparse_DE_QE', 'hybrid_DE', 'sparse_DE']",4,"[2, 2, 2, 1]"
y,"wheelchair, turning circle inside dwellings",BS EN 81-70 (2003).pdf,BS EN 81-70,11,"['dense_DE', 'dense_QE', 'hybrid_DE', 'hybrid_QE']",4,"[1, 3, 1, 3]"
n,"wheelchair, turning circle inside dwellings",BS 8579-2020.pdf,BS 8579-2020,22,"['dense', 'dense_QE', 'sparse_DE_QE', 'hybrid', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",10,"[3, 1, 1, 3, 1, 1, 1, 3, 1, 3]"
y,"wheelchair, turning circle inside dwellings",BS EN 17210-2021_NR.pdf,BS EN 17210-2021,180,"['dense', 'dense_DE', 'sparse_DE_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE_DE', 'sparse_QE', 'sparse_DE', 'dense_QE_DE', 'sparse']",10,"[2, 3, 3, 2, 3, 2, 3, 2, 2, 2]"
n,"wheelchair, turning circle inside dwellings",BS 9999 (2017).pdf,BS 9999,141,"['dense', 'dense_DE', 'dense_QE', 'hybrid', 'hybrid_DE', 'hybrid_QE', 'sparse_QE', 'sparse']",8,"[1, 2, 2, 1, 2, 2, 2, 1]"
n,"wheelchair, turning circle inside dwellings",Approved Document B - 2010.pdf,,107,"['sparse_DE_QE', 'hybrid_QE_DE', 'sparse_DE', 'dense_QE_DE']",4,"[2, 3, 1, 3]"
y,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,61,"['dense_DE', 'hybrid_DE', 'sparse_QE', 'sparse_DE', 'sparse']",5,"[2, 2, 2, 1, 2]"
y,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,150,"['dense_DE', 'dense_QE', 'hybrid_DE', 'hybrid_QE', 'hybrid_QE_DE', 'sparse_QE', 'dense_QE_DE']",7,"[1, 1, 1, 1, 1, 1, 1]"
y,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,133,"['sparse_DE_QE', 'sparse_DE']",2,"[3, 3]"
y,"wind uplift, requirements for a plain tile roof covering",BS 8612-2018.pdf,BS 8612-2018,41,"['sparse_DE_QE', 'hybrid_QE_DE', 'dense_QE_DE']",3,"[2, 2, 2]"
y,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,156,['sparse_DE_QE'],1,[1]
y,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,157,"['dense_QE', 'hybrid_QE', 'hybrid_QE_DE', 'dense_QE_DE']",4,"[3, 3, 3, 3]"
n,"wind uplift, requirements for a plain tile roof covering",BS 8217 2005 Reinforced bitumen membranes for roofing.pdf,BS 8217 2005,24,"['dense', 'hybrid']",2,"[3, 3]"
n,"wind uplift, requirements for a plain tile roof covering",BS 5534-2014+A2-2018--[2021-08-31--02-22-13 PM].pdf,BS 5534-2014+A2-2018--,130,"['dense', 'dense_DE', 'hybrid', 'hybrid_DE', 'sparse_DE', 'sparse']",6,"[2, 3, 2, 3, 2, 3]"
n,"wind uplift, requirements for a plain tile roof covering",BS 8217 2005 Reinforced bitumen membranes for roofing.pdf,BS 8217 2005,21,"['dense', 'dense_QE', 'hybrid', 'hybrid_QE', 'sparse_QE', 'sparse']",6,"[1, 2, 1, 2, 3, 1]"
